problem_id,problem_title,misconception_id,misconception_description,misconception_concept,kc_target,is_negative_control,pseudocode_status,model,dimensions,query_token_count,query_latency_ms,retrieval_latency_ms,top_k,top1_code,top1_description,top1_kc_tags,top1_distance,top1_similarity,top2_code,top2_description,top2_kc_tags,top2_distance,top2_similarity,top3_code,top3_description,top3_kc_tags,top3_distance,top3_similarity,top4_code,top4_description,top4_kc_tags,top4_distance,top4_similarity,top5_code,top5_description,top5_kc_tags,top5_distance,top5_similarity
60,Integer Product Calculator,63,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation /.,"EX, OP","IO, VA, OP",True,none_inapplicable,openai/text-embedding-3-large,3072,104,994.85,16.34,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.526715,0.473285,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.528991,0.471009,IO-05,"Student believes a computed result becomes the final answer automatically without an explicit output, display, or recording step.","IO, SQ",0.529585,0.470415,VA-07,"The assignment statement A = B + 1 changes the value of B by 1, as well as changing A.","VA, OP",0.534849,0.465151,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.546957,0.453043
60,Integer Product Calculator,64,Student believes that the arithmetic operation - has higher precedence than the arithmetic operation /.,"EX, OP","IO, VA, OP",True,none_inapplicable,openai/text-embedding-3-large,3072,104,981.15,16.74,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.526715,0.473285,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.528991,0.471009,IO-05,"Student believes a computed result becomes the final answer automatically without an explicit output, display, or recording step.","IO, SQ",0.529585,0.470415,VA-07,"The assignment statement A = B + 1 changes the value of B by 1, as well as changing A.","VA, OP",0.534849,0.465151,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.546957,0.453043
60,Integer Product Calculator,65,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP","IO, VA, OP",False,converted,openai/text-embedding-3-large,3072,107,719.33,16.99,5,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.518661,0.481339,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.524411,0.475589,IO-05,"Student believes a computed result becomes the final answer automatically without an explicit output, display, or recording step.","IO, SQ",0.526033,0.473967,VA-07,"The assignment statement A = B + 1 changes the value of B by 1, as well as changing A.","VA, OP",0.530328,0.469672,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.550178,0.449822
60,Integer Product Calculator,66,Student believes that the first character of a string is at index 1.,LO,"IO, VA, OP",True,none_inapplicable,openai/text-embedding-3-large,3072,104,1016.81,16.48,5,VA-01,Student believes that values must be explicitly converted to their current type to ensure type safety.,VA,0.526715,0.473285,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.528991,0.471009,IO-05,"Student believes a computed result becomes the final answer automatically without an explicit output, display, or recording step.","IO, SQ",0.529585,0.470415,VA-07,"The assignment statement A = B + 1 changes the value of B by 1, as well as changing A.","VA, OP",0.534849,0.465151,VA-06,"Assignment statements are commutative, i.e., A = B is equivalent to B = A.","VA, OP",0.546957,0.453043
73,Create Identity Matrix,4,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must be explicitly compared to True or False to be used in conditionals.","CD, EX, OP","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,229,877.07,16.41,5,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.521089,0.478911,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.526062,0.473938,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.542005,0.457995,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.548633,0.451367,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.550542,0.449458
73,Create Identity Matrix,14,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,244,886.85,16.39,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.530253,0.469747,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.53404,0.46596,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.548876,0.451124,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.550837,0.449163,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.552699,0.447301
73,Create Identity Matrix,16,Student believes that the = operator is used for equality comparison in conditional statements.,OP,"LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,225,931.09,16.57,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.53033,0.46967,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.531915,0.468085,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546508,0.453492,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.552729,0.447271,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.554011,0.445989
73,Create Identity Matrix,17,Student believes that colons (:) are used for variable assignment.,"OP, VA","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,225,871.05,16.94,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.528821,0.471179,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.531937,0.468063,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546207,0.453793,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.551049,0.448951,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.552994,0.447006
73,Create Identity Matrix,18,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,228,1259.06,16.81,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.531707,0.468293,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.53551,0.46449,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.550937,0.449063,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.555833,0.444167,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.556644,0.443356
73,Create Identity Matrix,20,Student believes that for loop variables exist in a separate scope and won't affect variables with the same name in the enclosing scope.,"LO, VA","LO, CD, VA, IO",True,not_manifestable,openai/text-embedding-3-large,3072,225,1025.39,16.93,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.528984,0.471016,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.530658,0.469342,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546017,0.453983,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.551509,0.448491,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.552897,0.447103
73,Create Identity Matrix,24,Student believes that it is unnecessary for loop variables to be explicitly initialized before the loop.,"LO, VA","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,237,904.56,17.13,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.529334,0.470666,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.532203,0.467797,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546039,0.453961,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.549005,0.450995,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.55392,0.44608
73,Create Identity Matrix,25,Student believes that modifying a for loop variable inside the loop body does not affects the next iteration's value.,"LO, VA","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,232,1022.84,17.22,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.526256,0.473744,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.529838,0.470162,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.545062,0.454938,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.548901,0.451099,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.550268,0.449732
73,Create Identity Matrix,26,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must always be wrapped in if/else statements to be returned as Boolean values.","CD, EX, OP","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,251,1211.16,16.98,5,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.515035,0.484965,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.524771,0.475229,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.543387,0.456613,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.548238,0.451762,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.548689,0.451311
73,Create Identity Matrix,33,Student believes that multiple mutually exclusive conditions in a control flow construct must each be written as separate if statements.,CD,"LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,243,914.66,17.21,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.524467,0.475533,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.532716,0.467284,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.543385,0.456615,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.546971,0.453029,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.548929,0.451071
73,Create Identity Matrix,35,Student believes that values must be explicitly converted to their current type to ensure type safety.,,"LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,245,840.72,16.86,5,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.527229,0.472771,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.531707,0.468293,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.539992,0.460008,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.545957,0.454043,LO-03,Student believes that for-loop variables must be explicitly initialized before the loop.,"LO, VA",0.549005,0.450995
73,Create Identity Matrix,38,Student believes that while loops execute their body only once if the condition is true.,LO,"LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,225,807.61,17.72,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.528984,0.471016,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.530658,0.469342,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546017,0.453983,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.551509,0.448491,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.552897,0.447103
73,Create Identity Matrix,41,Student believes that the body of an if-statement executes repeatedly as long as the condition holds.,"CD, LO","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,235,1047.46,17.36,5,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.52796,0.47204,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.530978,0.469022,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.543853,0.456147,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.549793,0.450207,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.552865,0.447135
73,Create Identity Matrix,46,Student believes that the and operator always evaluates both operands.,"EX, OP","LO, CD, VA, IO",True,not_manifestable,openai/text-embedding-3-large,3072,225,963.33,17.53,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.529572,0.470428,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.531399,0.468601,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.54641,0.45359,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.552479,0.447521,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.553644,0.446356
73,Create Identity Matrix,47,Student believes that the or operator always evaluates both operands.,"EX, OP","LO, CD, VA, IO",True,not_manifestable,openai/text-embedding-3-large,3072,225,853.17,17.16,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.528984,0.471016,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.530658,0.469342,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546017,0.453983,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.551509,0.448491,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.552897,0.447103
73,Create Identity Matrix,54,Student believes that a variable assigned an arithmetic expression containing other variables automatically updates its value when those variables change.,"EX, OP","LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,247,868.96,16.5,5,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.528737,0.471263,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.532642,0.467358,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.549102,0.450898,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.551637,0.448363,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.556747,0.443253
73,Create Identity Matrix,56,Student believes that variable identifiers can only be one letter long.,VA,"LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,218,640.85,16.21,5,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.524729,0.475271,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.528619,0.471381,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.543286,0.456714,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.550836,0.449164,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.550876,0.449124
73,Create Identity Matrix,59,"Student believes that variable names containing vowels can only store string values, while consonant-only names can store any type.",VA,"LO, CD, VA, IO",False,converted,openai/text-embedding-3-large,3072,228,895.54,15.8,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.535469,0.464531,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.54163,0.45837,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.559763,0.440237,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.563706,0.436294,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.567546,0.432454
73,Create Identity Matrix,63,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation /.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,225,2276.24,15.82,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.528984,0.471016,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.530658,0.469342,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546017,0.453983,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.551509,0.448491,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.552897,0.447103
73,Create Identity Matrix,64,Student believes that the arithmetic operation - has higher precedence than the arithmetic operation /.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,225,1011.54,16.37,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.528984,0.471016,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.530658,0.469342,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546017,0.453983,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.551509,0.448491,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.552897,0.447103
73,Create Identity Matrix,65,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP","LO, CD, VA, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,225,954.27,16.24,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.529572,0.470428,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.531399,0.468601,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.54641,0.45359,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.552479,0.447521,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.553644,0.446356
73,Create Identity Matrix,66,Student believes that the first character of a string is at index 1.,LO,"LO, CD, VA, IO",True,not_manifestable,openai/text-embedding-3-large,3072,225,839.15,16.37,5,LO-06,"In nested loops, the outer and inner loops execute the same number of times.",LO,0.529658,0.470342,EX-01,Student believes that Boolean expressions must be explicitly compared to True/False or wrapped in if/else before they can be used or returned.,"CD, EX, OP",0.531373,0.468627,LO-04,Student believes that modifying a for-loop variable inside the loop body does not affect the next iteration's value.,"LO, VA",0.546408,0.453592,LO-23,"Student believes a loop must produce identical output on every iteration, and struggles to recognize that a loop is applicable when output varies across iterations.",LO,0.552472,0.447528,LO-18,Student believes the outer and inner loops of a nested loop execute interdependently rather than the inner loop fully completing for each outer iteration.,LO,0.553679,0.446321
93,Largest Number from Digits,4,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must be explicitly compared to True or False to be used in conditionals.","CD, EX, OP","CD, VA, OP, IO",False,converted,openai/text-embedding-3-large,3072,393,535.83,16.04,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.568403,0.431597,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.591745,0.408255,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.596243,0.403757,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.60334,0.39666,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.604466,0.395534
93,Largest Number from Digits,14,Student believes that loop variables are destroyed and are inaccessible after the loop completes.,"LO, VA","CD, VA, OP, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,393,931.97,15.96,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.577962,0.422038,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.598313,0.401687,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.601922,0.398078,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.607104,0.392896,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.608159,0.391841
93,Largest Number from Digits,16,Student believes that the = operator is used for equality comparison in conditional statements.,OP,"CD, VA, OP, IO",True,none_inapplicable,openai/text-embedding-3-large,3072,393,764.97,16.21,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.577962,0.422038,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.598313,0.401687,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.601922,0.398078,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.607104,0.392896,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.608159,0.391841
93,Largest Number from Digits,17,Student believes that colons (:) are used for variable assignment.,"OP, VA","CD, VA, OP, IO",False,converted,openai/text-embedding-3-large,3072,369,898.24,16.03,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.570558,0.429442,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.599513,0.400487,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.60464,0.39536,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.605169,0.394831,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.611613,0.388387
93,Largest Number from Digits,18,"Student believes that in the expression x == a or b, the comparison operator distributes to both operands of the or operator.","EX, OP","CD, VA, OP, IO",False,converted,openai/text-embedding-3-large,3072,372,506.34,16.13,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.568944,0.431056,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.595605,0.404395,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.596447,0.403553,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.601723,0.398277,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.606029,0.393971
93,Largest Number from Digits,20,Student believes that for loop variables exist in a separate scope and won't affect variables with the same name in the enclosing scope.,"LO, VA","CD, VA, OP, IO",True,not_manifestable,openai/text-embedding-3-large,3072,393,962.64,16.37,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.577962,0.422038,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.598313,0.401687,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.601922,0.398078,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.607104,0.392896,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.608159,0.391841
93,Largest Number from Digits,24,Student believes that it is unnecessary for loop variables to be explicitly initialized before the loop.,"LO, VA","CD, VA, OP, IO",True,not_manifestable,openai/text-embedding-3-large,3072,393,4203.86,17.34,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.577964,0.422036,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.598288,0.401712,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.601935,0.398065,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.607067,0.392933,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.608157,0.391843
93,Largest Number from Digits,25,Student believes that modifying a for loop variable inside the loop body does not affects the next iteration's value.,"LO, VA","CD, VA, OP, IO",True,not_manifestable,openai/text-embedding-3-large,3072,393,883.97,16.29,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.577962,0.422038,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.598313,0.401687,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.601922,0.398078,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.607104,0.392896,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.608159,0.391841
93,Largest Number from Digits,26,"Student believes that conditional statements, i.e., Python statements that evaluate to either True or False, must always be wrapped in if/else statements to be returned as Boolean values.","CD, EX, OP","CD, VA, OP, IO",False,converted,openai/text-embedding-3-large,3072,538,893.26,17.18,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.566483,0.433517,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.590778,0.409222,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.591283,0.408717,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.600076,0.399924,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.606816,0.393184
93,Largest Number from Digits,33,Student believes that multiple mutually exclusive conditions in a control flow construct must each be written as separate if statements.,CD,"CD, VA, OP, IO",True,not_manifestable,openai/text-embedding-3-large,3072,393,716.42,16.78,5,VA-10,Computers know what value should be associated with a variable name.,VA,0.577962,0.422038,SQ-05,Student believes some statement types have special execution priority regardless of their position in the algorithm.,"SQ, IO, VA",0.598313,0.401687,CD-01,Student believes that multiple mutually exclusive conditions in a control-flow construct must each be written as separate if statements.,CD,0.601922,0.398078,IO-01,Student believes input or data statements directly print values or place values into memory without an explicit variable-receiving step.,"IO, VA",0.607104,0.392896,OP-07,Student believes that the arithmetic operation + has higher precedence than the arithmetic operation *.,"EX, OP",0.608159,0.391841
